title,genres
Shoah (1985),Documentary
Sweet Sixteen (2002),Drama
Interstate 60 (2002),Adventure
That Was Then... This Is Now (1985),Drama
"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller
"Unvanquished, The (Aparajito) (1957)",Drama
"Cercle Rouge, Le (Red Circle, The) (1970)",Crime
"Human Stain, The (2003)",Drama
Girlhood (2003),Documentary
Shattered Glass (2003),Crime
"Matrix Revolutions, The (2003)",Action
"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary
Elf (2003),Children
In My Skin (Dans ma Peau) (2002),Drama
Love Actually (2003),Comedy
Father of the Bride (1991),Comedy
My Architect: A Son's Journey (2003),Documentary
Master and Commander: The Far Side of the World (2003),Adventure
"Missing, The (2003)",Adventure
"Cat in the Hat, The (2003)",Children
Gothika (2003),Horror
21 Grams (2003),Crime
"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy
Bad Santa (2003),Comedy
"Haunted Mansion, The (2003)",Children
Timeline (2003),Action
Damage (Fatale) (1992),Drama
Devil's Playground (2002),Documentary
Dance with a Stranger (1985),Crime
Darkman (1990),Action
Desk Set (1957),Comedy
Europa (Zentropa) (1991),Drama
"Freshman, The (1990)",Comedy
Funny Games (1997),Drama
New Jack City (1991),Action
Slacker (1991),Comedy
WarGames (1983),Drama
"Ordet (Word, The) (1955)",Drama
Forbidden Games (Jeux interdits) (1952),Drama
Jane Eyre (1944),Drama
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
Ben-Hur: A Tale of the Christ (1925),Adventure
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime
Gorky Park (1983),Crime
The Great Train Robbery (1978),Action
"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",Adventure
Guarding Tess (1994),Comedy
Hannah and Her Sisters (1986),Comedy
Hercules in New York (1970),Action
Highlander II: The Quickening (1991),Action
Hoffa (1992),Crime
Housesitter (1992),Comedy
Hudson Hawk (1991),Action
Invasion of the Body Snatchers (1978),Horror
Mindwalk (1990),Drama
Kafka (1991),Comedy
Kindergarten Cop (1990),Action
King Ralph (1991),Comedy
"Last Boy Scout, The (1991)",Action
Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama
Lorenzo's Oil (1992),Drama
"Lover, The (Amant, L') (1992)",Drama
"Bullfighter, The (Matador) (1986)",Comedy
Mr. Destiny (1990),Comedy
"Night of the Hunter, The (1955)",Drama
Over the Top (1987),Action
Passenger 57 (1992),Action
Presumed Innocent (1990),Crime
Proof (1991),Comedy
Battle Royale (Batoru rowaiaru) (2000),Action
"Wedding Banquet, The (Xi yan) (1993)",Comedy
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama
"Midnight Clear, A (1992)",Drama
Summer School (1987),Comedy
Silverado (1985),Action
Quick Change (1990),Comedy
Rabid (1977),Horror
Show Me Love (Fucking Åmål) (1998),Drama
Teen Wolf (1985),Comedy
Things You Can Tell Just by Looking at Her (2000),Drama
To Live and Die in L.A. (1985),Action
Betty Blue (37°2 le matin) (1986),Drama
Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama
Wild at Heart (1990),Crime
"Witches, The (1990)",Children
"Witches of Eastwick, The (1987)",Comedy
Nothing to Lose (1997),Action
Follow the Fleet (1936),Comedy
"What's New, Pussycat (1965)",Comedy
Swing Time (1936),Comedy
"Public Enemy, The (1931)",Action
Life with Father (1947),Comedy
National Velvet (1944),Children
Jesus Christ Superstar (1973),Drama
Dark Victory (1939),Drama
Birdman of Alcatraz (1962),Drama
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure
Beauty and the Beast (La belle et la bête) (1946),Drama
"Birth of a Nation, The (1915)",Drama
Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy
Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Drama
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama
Red River (1948),Action
"Woman Under the Influence, A (1974)",Drama
Stagecoach (1939),Action
"Shot in the Dark, A (1964)",Comedy
"Navigator, The (1924)",Comedy
"Court Jester, The (1956)",Adventure
Bullitt (1968),Action
Jezebel (1938),Drama
"Hunchback of Notre Dame, The (1939)",Drama
42nd Street (1933),Drama
I'm No Angel (1933),Comedy
That Touch of Mink (1962),Comedy
Sweet Dreams (1985),Drama
"Play It Again, Sam (1972)",Comedy
Send Me No Flowers (1964),Comedy
Pygmalion (1938),Comedy
"Passage to India, A (1984)",Adventure
Black Orpheus (Orfeu Negro) (1959),Drama
Amarcord (1973),Comedy
Hero (Ying xiong) (2002),Action
Horse Feathers (1932),Comedy
"Front Page, The (1974)",Comedy
Looking for Mr. Goodbar (1977),Drama
Rivers and Tides (2001),Documentary
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure
Doc Hollywood (1991),Comedy
Dragnet (1987),Comedy
1941 (1979),Comedy
Foul Play (1978),Comedy
Crime Story (Zhong an zu) (1993),Action
Blind Beast (Môjuu) (1969),Drama
Ryan's Daughter (1970),Drama
Deep Red (Profondo rosso) (1975),Horror
Diabolique (Les diaboliques) (1955),Horror
Leprechaun (1993),Comedy
Adam's Rib (1949),Comedy
King of Hearts (1966),Comedy
Naked Lunch (1991),Drama
Spring Forward (1999),Drama
"Killing of a Chinese Bookie, The (1976)",Comedy
Darling (1965),Drama
"Summer Place, A (1959)",Drama
"Night at the Opera, A (1935)",Comedy
Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime
Stolen Kisses (Baisers volés) (1968),Comedy
"Cooler, The (2003)",Comedy
In America (2002),Drama
Honey (2003),Drama
"Last Samurai, The (2003)",Action
Big Fish (2003),Drama
Something's Gotta Give (2003),Comedy
Stuck on You (2003),Comedy
Girl with a Pearl Earring (2003),Drama
"Statement, The (2003)",Drama
"Lord of the Rings: The Return of the King, The (2003)",Action
Mona Lisa Smile (2003),Drama
Calendar Girls (2003),Comedy
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary
House of Sand and Fog (2003),Drama
Monster (2003),Crime
Cheaper by the Dozen (2003),Children
Cold Mountain (2003),Drama
Paycheck (2003),Action
Peter Pan (2003),Action
"Company, The (2003)",Drama
Aileen: Life and Death of a Serial Killer (2003),Documentary
Distant (Uzak) (2002),Drama
Along Came Polly (2004),Comedy
Osama (2003),Drama
"Great Gatsby, The (1974)",Drama
Wuthering Heights (1992),Drama
Odds Against Tomorrow (1959),Crime
Lord Love a Duck (1966),Comedy
Once Upon a Crime... (1992),Comedy
"Car 54, Where Are You? (1994)",Comedy
Jane Eyre (1970),Drama
Only the Strong (1993),Action
"Adventures of Ford Fairlane, The (1990)",Action
"Enforcer, The (1951)",Crime
"Men, The (1950)",Drama
The Pick-up Artist (1987),Comedy
Melvin Goes to Dinner (2003),Comedy
Hells Angels on Wheels (1967),Drama
Mon Oncle (My Uncle) (1958),Comedy
Where the Boys Are (1960),Comedy
Dr. Jekyll and Mr. Hyde (1941),Drama
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy
My Darling Clementine (1946),Western
People Will Talk (1951),Comedy
I Was a Male War Bride (1949),Comedy
To Have and Have Not (1944),Adventure
High Sierra (1941),Crime
Dark Passage (1947),Crime
They Drive by Night (1940),Drama
Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy
D.O.A. (1950),Drama
Cool World (1992),Animation
"Strada, La (1954)",Drama
Ichi the Killer (Koroshiya 1) (2001),Action
"Boy and His Dog, A (1975)",Sci-Fi
Ashes and Diamonds (Popiól i diament) (1958),Drama
Intolerance: Love's Struggle Throughout the Ages (1916),Drama
Tormented (1960),Horror
Chitty Chitty Bang Bang (1968),Adventure
"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",Action
"Out of Towners, The (1970)",Comedy
The Butterfly Effect (2004),Drama
Win a Date with Tad Hamilton! (2004),Comedy
Touching the Void (2003),Adventure
"Big Bounce, The (2004)",Comedy
"Perfect Score, The (2004)",Comedy
Latter Days (2003),Comedy
Miracle (2004),Drama
"Dreamers, The (2003)",Drama
"Lost Skeleton of Cadavra, The (2002)",Comedy
Super Fly (Superfly) (1972),Action
"Hip Hop Witch, Da (2000)",Comedy
Swing Shift (1984),Drama
Thirteen (2003),Drama
50 First Dates (2004),Comedy
Welcome to Mooseport (2004),Comedy
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama
Vanishing Point (1971),Action
"Thief of Bagdad, The (1924)",Action
The Diary of Anne Frank (1959),Drama
Black Widow (1987),Crime
Flesh & Blood (1985),Action
King Solomon's Mines (1985),Adventure
"Black Pirate, The (1926)",Action
"Goodbye, Mr. Chips (1939)",Drama
"Follow Me, Boys! (1966)",Comedy
Against the Ropes (2004),Comedy
Confessions of a Teenage Drama Queen (2004),Comedy
EuroTrip (2004),Adventure
"Passion of the Christ, The (2004)",Drama
Club Dread (2004),Comedy
Dirty Dancing: Havana Nights (2004),Romance
"Good bye, Lenin! (2003)",Comedy
Hidalgo (2004),Adventure
Starsky & Hutch (2004),Action
Persona (1966),Drama
"Front, The (1976)",Comedy
Pickup on South Street (1953),Film-Noir
Just One of the Guys (1985),Comedy
Wisconsin Death Trip (1999),Documentary
"Girl Next Door, The (2004)",Comedy
Secret Window (2004),Mystery
Spartan (2004),Thriller
Broken Wings (Knafayim Shvurot) (2002),Drama
Wilbur Wants to Kill Himself (2002),Comedy
Mad Dog and Glory (1993),Comedy
Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),Adventure
Peyton Place (1957),Drama
Searching for Debra Winger (2002),Documentary
Dawn of the Dead (2004),Action
Eternal Sunshine of the Spotless Mind (2004),Drama
Taking Lives (2004),Crime
Jersey Girl (2004),Comedy
"Ladykillers, The (2004)",Comedy
Scooby-Doo 2: Monsters Unleashed (2004),Action
Dogville (2003),Drama
Ned Kelly (2003),Drama
Hellboy (2004),Action
Home on the Range (2004),Animation
"Prince & Me, The (2004)",Comedy
Walking Tall (2004),Action
The Alamo (2004),Drama
Ella Enchanted (2004),Comedy
"Whole Ten Yards, The (2004)",Action
I'm Not Scared (Io non ho paura) (2003),Drama
"Ten Commandments, The (1956)",Adventure
Dawn of the Dead (1978),Action
Those Magnificent Men in Their Flying Machines (1965),Action
Cheaper by the Dozen (1950),Comedy
Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
Africa Screams (1949),Adventure
Munchies (1987),Comedy
"Late Show, The (1977)",Comedy
After Hours (1985),Comedy
Connie and Carla (2004),Comedy
Kill Bill: Vol. 2 (2004),Action
"Punisher, The (2004)",Action
13 Going on 30 (2004),Comedy
Man on Fire (2004),Action
Envy (2004),Comedy
Godsend (2004),Drama
Laws of Attraction (2004),Comedy
Mean Girls (2004),Comedy
New York Minute (2004),Action
Van Helsing (2004),Action
Valentin (Valentín) (2002),Drama
Troy (2004),Action
Carandiru (2003),Crime
Coffee and Cigarettes (2003),Comedy
Swimming to Cambodia (1987),Drama
Enemy Mine (1985),Adventure
Enter the Dragon (1973),Action
Gimme Shelter (1970),Documentary
Henry & June (1990),Drama
Martin (1977),Drama
"Three Faces of Eve, The (1957)",Drama
Band of Brothers (2001),Action
"Kingdom, The (Riget) (1994)",Drama
100 Girls (2000),Comedy
Fail-Safe (1964),Drama
Kwaidan (Kaidan) (1964),Horror
28 Up (1985),Documentary
You Only Live Twice (1967),Action
Octopussy (1983),Action
"Blue Gardenia, The (1953)",Crime
Wit (2001),Drama
Never Say Never Again (1983),Action
Maborosi (Maboroshi no hikari) (1995),Drama
"Magic Flute, The (Trollflöjten) (1975)",Comedy
Pride and Prejudice (1940),Comedy
In This Our Life (1942),Drama
Woman of the Year (1942),Comedy
Summertime (1955),Drama
Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977),Drama
"Samouraï, Le (Godson, The) (1967)",Crime
White Palace (1990),Drama
Oklahoma! (1955),Musical
Desert Hearts (1985),Drama
Body Double (1984),Mystery
"Miracle Worker, The (1962)",Drama
Monster in a Box (1992),Comedy
School Ties (1992),Drama
Girl (1998),Drama
Just Write (1997),Comedy
Raising Cain (1992),Horror
Babylon 5: In the Beginning (1998),Adventure
"Witchfinder General (Conquerer Worm, The) (1968)",Horror
Pride and Prejudice (1995),Drama
"Prince and the Showgirl, The (1957)",Comedy
"China Syndrome, The (1979)",Drama
"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action
Look Who's Talking Too (1990),Comedy
"Bells of St. Mary's, The (1945)",Drama
Pat and Mike (1952),Comedy
Animal Crackers (1930),Comedy
Bedazzled (1967),Comedy
Cat People (1942),Drama
Camelot (1967),Drama
"Four Musketeers, The (1974)",Action
"Postman Always Rings Twice, The (1946)",Crime
That's The Way I Like It (a.k.a. Forever Fever) (1998),Comedy
Explorers (1985),Adventure
Pierrot le fou (1965),Crime
Tuesdays with Morrie (1999),Drama
Jason and the Argonauts (1963),Action
Nostalghia (1983),Drama
"Tinker, Tailor, Soldier, Spy (1979)",Drama
"Driller Killer, The (1979)",Drama
Throne of Blood (Kumonosu jô) (1957),Action
"Best of Youth, The (La meglio gioventù) (2003)",Drama
Zorba the Greek (Alexis Zorbas) (1964),Adventure
"Bang, Bang, You're Dead (2002)",Drama
My Side of the Mountain (1969),Adventure
Sniper (1993),Action
Genghis Blues (1999),Documentary
To Hell and Back (1955),Action
"11'09""01 - September 11 (2002)",Drama
"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)",Animation
Internal Affairs (1990),Crime
"Parallax View, The (1974)",Thriller
"Warriors, The (1979)",Action
Ambush (Rukajärven tie) (1999),Drama
Babylon 5: A Call to Arms (1999),Adventure
Babylon 5: The River of Souls (1998),Drama
Babylon 5: Thirdspace (1998),Drama
True Stories (1986),Comedy
Zardoz (1974),Fantasy
School For Scoundrels (1960),Comedy
"Virgin Spring, The (Jungfrukällan) (1960)",Crime
Mogambo (1953),Adventure
"Secret Life of Walter Mitty, The (1947)",Comedy
Cypher (2002),Action
Another Thin Man (1939),Comedy
"Thin Man Goes Home, The (1945)",Comedy
Shadow of the Thin Man (1941),Comedy
After the Thin Man (1936),Comedy
Song of the Thin Man (1947),Comedy
Woodstock (1970),Documentary
Gunga Din (1939),Adventure
Children of Dune (2003),Fantasy
Dune (2000),Drama
Lammbock (2001),Comedy
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action
Tremors II: Aftershocks (1996),Comedy
Tremors 3: Back to Perfection (2001),Comedy
Getting It Right (1989),Comedy
Straight to Hell (1987),Comedy
White Zombie (1932),Horror
The Plague of the Zombies (1966),Horror
I Walked with a Zombie (1943),Drama
How to Succeed in Business Without Really Trying (1967),Comedy
Pat Garrett and Billy the Kid (1973),Western
"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)",Action
"Duck, You Sucker (1971)",Action
Bring Me the Head of Alfredo Garcia (1974),Crime
"Ballad of Cable Hogue, The (1970)",Comedy
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action
Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927),Documentary
Samurai Fiction (SF: Episode One) (1998),Action
Gidget (1959),Comedy
Drunken Angel (Yoidore tenshi) (1948),Drama
Desperate Living (1977),Comedy
"Devil's Rain, The (1975)",Horror
"Valachi Papers,The (1972)",Crime
Stray Dog (Nora inu) (1949),Drama
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action
High and Low (Tengoku to jigoku) (1963),Crime
Dark Days (2000),Documentary
Zelig (1983),Comedy
Face to Face (Ansikte mot ansikte) (1976),Drama
Shame (Skammen) (1968),Drama
Winter Light (Nattvardsgästerna) (1963),Drama
Through a Glass Darkly (Såsom i en spegel) (1961),Drama
Smiles of a Summer Night (Sommarnattens leende) (1955),Comedy
Summer with Monika (Sommaren med Monika) (1953),Drama
"Killers, The (1946)",Crime
"Night of the Iguana, The (1964)",Drama
Reflections in a Golden Eye (1967),Drama
Under the Volcano (1984),Drama
Wise Blood (1979),Comedy
Nightbreed (1990),Fantasy
Bloody Mama (1970),Crime
"Trip, The (1967)",Drama
Ken Park (2002),Drama
Monterey Pop (1968),Documentary
"Bridge Too Far, A (1977)",Action
Infernal Affairs (Mou gaan dou) (2002),Crime
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama
Broadway Danny Rose (1984),Comedy
From Beyond (1986),Horror
Dolls (1987),Horror
Rock 'N' Roll High School (1979),Comedy
Death Race 2000 (1975),Action
"Wild Angels, The (1966)",Action
Bedlam (1946),Drama
Brigadoon (1954),Fantasy
Marjorie Morningstar (1958),Drama
"Power of One, The (1992)",Drama
"Weather Underground, The (2002)",Documentary
Kikujiro (Kikujirô no natsu) (1999),Comedy
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
"Phantom Tollbooth, The (1970)",Adventure
"Getaway, The (1972)",Action
Dark Water (Honogurai mizu no soko kara) (2002),Drama
How to Steal a Million (1966),Comedy
Support Your Local Sheriff! (1969),Comedy
Mean Streets (1973),Crime
I Am a Fugitive from a Chain Gang (1932),Crime
Harper (1966),Crime
Sweet Bird of Youth (1962),Drama
Grill Point (Halbe Treppe) (2002),Drama
Shiri (Swiri) (1999),Action
Bad Day at Black Rock (1955),Drama
In China They Eat Dogs (I Kina spiser de hunde) (1999),Action
"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy
Sammy and Rosie Get Laid (1987),Comedy
Sunrise: A Song of Two Humans (1927),Drama
Shock Corridor (1963),Drama
Au revoir les enfants (1987),Drama
Sex: The Annabel Chong Story (1999),Documentary
"Girl Next Door, The (1999)",Documentary
Pursuit of Happiness (2001),Comedy
Gladiator (1992),Action
"Inheritance, The (Arven) (2003)",Drama
Indestructible Man (1956),Crime
"Wasp Woman, The (1959)",Horror
Attack of the Giant Leeches (1959),Horror
Dead or Alive: Hanzaisha (1999),Action
Lola Montès (1955),Drama
Charly (1968),Drama
"Dolce Vita, La (1960)",Drama
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation
Rush (1991),Crime
Captain Blood (1935),Action
*batteries not included (1987),Children
Educating Rita (1983),Comedy
On Moonlight Bay (1951),Comedy
Sansho the Bailiff (Sanshô dayû) (1954),Drama
Zazie dans le métro (1960),Comedy
"Americanization of Emily, The (1964)",Comedy
Anne of the Thousand Days (1969),Drama
Baby Doll (1956),Drama
"Avventura, L' (Adventure, The) (1960)",Drama
Beyond the Valley of the Dolls (1970),Comedy
Hiroshima Mon Amour (1959),Drama
Ugetsu (Ugetsu monogatari) (1953),Drama
"Day of the Jackal, The (1973)",Crime
"Razor's Edge, The (1946)",Drama
Night of the Living Dead (1990),Horror
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery
Safety Last! (1923),Action
While the City Sleeps (1956),Drama
Viridiana (1961),Comedy
Totally F***ed Up (1993),Drama
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action
Arizona Dream (1993),Comedy
Queen Christina (1933),Drama
Battleground (1949),Action
3 Women (Three Women) (1977),Drama
Take Me Out to the Ball Game (1949),Comedy
Grey Gardens (1975),Documentary
Purple Rain (1984),Drama
Signs of Life (Lebenszeichen) (1968),Drama
Point of No Return (1993),Action
"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",Comedy
College (1927),Comedy
Mitchell (1975),Action
Dolls (2002),Drama
"Man Who Came to Dinner, The (1942)",Comedy
Sunday Bloody Sunday (1971),Drama
"Major and the Minor, The (1942)",Comedy
"Caine Mutiny, The (1954)",Drama
